أنهى شخص مغربي حياته منتحرا، الجمعة، بعد إدخال رأسه في غسالة مملوءة بالماء، في منزل أسرته بمدينة كلميم المغربية.,أنهى شخص مغربي حياته منتحرا، الجمعة، بعد إدخال رأسه في غسالة مملوءة بالماء، في منزل أسرته بمدينة كلميم المغربية.,1.0
تصدرت امرأة تعرف باسم &quot;ملكة العملات المشفرة&quot; قائمة أكثر 10 مطلوبين في الولايات المتحدة بعدما أضافها مكتب التحقيقات الفيدرالي.فقد زعم أن روجا إغناتوفا احتال,"تصدرت امرأة تعرف باسم ""ملكة العملات المشفرة"" قائمة أكثر 10 مطلوبين في الولايات المتحدة بعدما أضافها مكتب التحقيقات الفيدرالي.فقد زعم أن روجا إغناتوفا",0.9363057324840764
"أعلن مطار بغداد الدولي، الأحد، توقف حركة الملاحة في المطار طيلة ساعات اليوم، إثر العاصفة الترابية التي تضرب العاصمة العراقية، وفق ما أفاد مراسل ""سكاي نيوز عربية"".","أعلن مطار بغداد الدولي، الأحد، توقف حركة الملاحة في المطار طيلة ساعات اليوم، إثر العاصفة الترابية التي تضرب العاصمة العراقية، وفق ما أفاد مراسل ""سكاي نيوز عربية"".",1.0
فيما يدخل الصراع الروسي الأوكراني يومه الـ 130، تشتد المعارك في الشرق والجنوب الأوكراني.فقد أعلن رئيس بلدية أوكراني منفي، اليوم الأحد، أن القوات الأوكرانية,فيما يدخل الصراع الروسي الأوكراني يومه الـ 130، تشتد المعارك في الشرق والجنوب الأوكراني.فقد أعلن رئيس بلدية أوكراني منفي، اليوم الأحد، أن القوات الأوكرانية,1.0
باتت إيران مجبرة على تخفيض سعر خامها بدرجة أعلى، بعدما اكتسبت روسيا موطئ قدم أكبر في السوق الصينية الرئيسية لها، وفق تقرير لوكالة &quot;بلومبرغ&quot;.أصبحت الصين في ,"باتت إيران مجبرة على تخفيض سعر خامها بدرجة أعلى، بعدما اكتسبت روسيا موطئ قدم أكبر في السوق الصينية الرئيسية لها، وفق تقرير لوكالة ""بلومبرغ"".أصبحت الصين في",0.9529780564263323
تشهد ولاية فلوريدا غزوا لنوع عملاق من الحلزون، يمكن أن يصل حجمه إلى حجم الفأر، وله أضرار بالغة على الإنسان والمحاصيل الزراعية والبيئة.,تشهد ولاية فلوريدا غزوا لنوع عملاق من الحلزون، يمكن أن يصل حجمه إلى حجم الفأر، وله أضرار بالغة على الإنسان والمحاصيل الزراعية والبيئة.,1.0
بسحر ساحر فقد مسؤول نيجيري الوعي فجأة حين بدأ أعضاء في البرلمان باستجوابه عن موازنة مشروع دلتا النيجر عندما كان مسؤولاً عنه، فيما أعاد ناشطون على مواقع الت,بسحر ساحر فقد مسؤول نيجيري الوعي فجأة حين بدأ أعضاء في البرلمان باستجوابه عن موازنة مشروع دلتا النيجر عندما كان مسؤولاً عنه، فيما أعاد ناشطون على مواقع,0.9869281045751634
رصدت صور التقطتها الأقمار الاصطناعية ما قال باحث أميركي إنه أكبر مصنع للأسلحة في كوريا الشمالية، مشيرا إلى أنه سري ويقع تحت الأرض.,رصدت صور التقطتها الأقمار الاصطناعية ما قال باحث أميركي إنه أكبر مصنع للأسلحة في كوريا الشمالية، مشيرا إلى أنه سري ويقع تحت الأرض.,1.0
شهد الشارع الكويتي خلال الساعات الماضية مأساة تفطر القلوب، بعدما ألقى شاب بإخوانه الأربعة الصغار في الشارع!فقد ألقى الشقيق الأكبر الذي يبلغ تسعة عشر عاماً،,شهد الشارع الكويتي خلال الساعات الماضية مأساة تفطر القلوب، بعدما ألقى شاب بإخوانه الأربعة الصغار في الشارع!فقد ألقى الشقيق الأكبر الذي يبلغ تسعة عشر عاماً،,1.0
"استدعت حكومة مالي سفير إسبانيا لديها على خلفية تصريحات لوزير خارجية الأخيرة، قال فيها إن تدخل حلف شمال الأطلسي (ناتو) عسكريا في البلد الإفريقي ""لا يمكن استبعاده"".","استدعت حكومة مالي سفير إسبانيا لديها على خلفية تصريحات لوزير خارجية الأخيرة، قال فيها إن تدخل حلف شمال الأطلسي (ناتو) عسكريا في البلد الإفريقي ""لا يمكن استبعاده"".",1.0
